model,year,transmission,mileage,fuelType,tax,mpg,engineSize,make,price
3 Series,2017,Manual,26000,Petrol,125.0,52.3,1.5,bmw,12490
Ka+,2018,Manual,13709,Petrol,145.0,54.3,1.2,ford,8220
Citigo,2017,Manual,44155,Petrol,20.0,64.2,1.0,skoda,5990
Q3,2019,Automatic,1500,Diesel,145.0,47.1,0.0,audi,32788
C Class,2019,Automatic,348,Diesel,145.0,61.4,2.0,mercedes,27400
Kuga,2018,Manual,14365,Diesel,145.0,64.2,1.5,ford,16199
C Class,2019,Automatic,6537,Petrol,145.0,44.1,2.0,mercedes,27999
3 Series,2018,Semi-Auto,29751,Diesel,145.0,60.1,2.0,bmw,18650
T-Cross,2019,Automatic,1218,Petrol,145.0,45.6,1.0,vw,20490
Astra,2018,Manual,14064,Diesel,150.0,68.9,1.6,vauxhall,12990
Yaris,2016,Automatic,6000,Petrol,30.0,58.0,1.3,toyota,10250
Q3,2019,Manual,2714,Diesel,145.0,42.8,2.0,audi,25491
Focus,2018,Manual,24396,Petrol,,,1.0,ford,12497
GLC Class,2016,Semi-Auto,29340,Diesel,125.0,56.5,2.1,mercedes,20510
A1,2012,Manual,19200,Petrol,30.0,55.4,1.2,audi,7650
Mokka X,2019,Manual,9072,Petrol,145.0,39.2,1.4,vauxhall,13490
Astra,2016,Manual,37708,Petrol,125.0,51.4,1.4,vauxhall,8998
Insignia,2017,Manual,26446,Diesel,150.0,54.3,2.0,vauxhall,12698
2 Series,2019,Automatic,10218,Hybrid,135.0,148.7,1.5,bmw,21785
Golf,2017,Semi-Auto,27000,Diesel,145.0,68.9,1.6,vw,13300
Fiesta,2016,Manual,36346,Petrol,0.0,65.7,1.0,ford,8495
Focus,2019,Automatic,11045,Petrol,145.0,41.5,1.0,ford,15998
1 Series,2020,Semi-Auto,3000,Petrol,150.0,34.5,2.0,bmw,36995
Astra,2017,Manual,20754,Petrol,145.0,51.4,1.4,vauxhall,9210
Kuga,2018,Manual,15664,Diesel,145.0,64.2,1.5,ford,14450
Mokka X,2017,Automatic,10000,Petrol,145.0,43.5,1.4,vauxhall,13270
Antara,2015,Manual,37617,Diesel,240.0,44.1,2.2,vauxhall,6999
Sharan,2016,Manual,24000,Diesel,125.0,56.5,2.0,vw,16862
Q3,2014,Manual,38240,Diesel,145.0,54.3,2.0,audi,13549
Focus,2015,Manual,41232,Diesel,20.0,67.3,1.6,ford,8130
Corsa,2017,Manual,18464,Petrol,145.0,55.4,1.4,vauxhall,8400
Fiesta,2014,Manual,40793,Petrol,0.0,65.7,1.0,ford,6999
A4,2013,Manual,72011,Diesel,30.0,64.2,2.0,audi,9298
Golf,2019,Automatic,2002,Petrol,150.0,32.8,2.0,vw,28999
Corsa,2017,Manual,27694,Petrol,145.0,55.4,1.4,vauxhall,7550
A Class,2014,Automatic,60143,Diesel,20.0,64.2,2.1,mercedes,11699
Rapid,2017,Manual,19691,Petrol,145.0,62.8,1.0,skoda,8595
Focus,2015,Manual,25199,Diesel,0.0,74.3,1.5,ford,8998
Fiesta,2019,Manual,9525,Petrol,145.0,58.9,1.0,ford,14440
Corsa,2017,Manual,14248,Petrol,145.0,55.4,1.4,vauxhall,9200
Superb,2017,Automatic,36093,Diesel,145.0,61.4,2.0,skoda,15490
Fiesta,2017,Manual,35651,Petrol,150.0,65.7,1.0,ford,10000
E Class,2019,Semi-Auto,13883,Diesel,145.0,48.7,3.0,mercedes,34890
Tiguan,2019,Manual,4631,Diesel,145.0,47.9,2.0,vw,27995
Polo,2016,Manual,50291,Petrol,20.0,60.1,1.2,vw,7999
Kamiq,2020,Manual,1908,Petrol,150.0,47.9,1.0,skoda,18990
Corsa,2008,Manual,80000,Petrol,165.0,47.9,1.4,vauxhall,2995
Caddy Maxi Life,2019,Manual,2285,Diesel,145.0,57.7,2.0,vw,21750
I10,2017,Semi-Auto,24708,Petrol,145.0,47.9,1.2,hyundai,8995
Insignia,2016,Manual,25000,Diesel,30.0,65.7,1.6,vauxhall,8490
Fiesta,2018,Manual,13000,Petrol,145.0,55.4,1.0,ford,13799
Focus,2015,Manual,18733,Diesel,,,1.5,ford,9798
Golf,2019,Semi-Auto,950,Petrol,145.0,37.7,2.0,vw,29000
Fiesta,2018,Manual,17016,Petrol,145.0,65.7,1.0,ford,8920
Sharan,2017,Manual,50551,Diesel,125.0,56.5,2.0,vw,17031
Focus,2017,Manual,25519,Diesel,,,1.5,ford,10750
Fiesta,2018,Manual,15675,Petrol,145.0,65.7,1.0,ford,10500
Kodiaq,2018,Automatic,32274,Diesel,145.0,49.6,2.0,skoda,20790
Kodiaq,2019,Automatic,9253,Diesel,145.0,37.2,2.0,skoda,30591
Yaris,2019,Manual,6020,Petrol,145.0,47.9,1.5,toyota,10660
Ka+,2017,Manual,14687,Petrol,145.0,57.7,1.2,ford,7500
Golf,2017,Semi-Auto,34611,Diesel,125.0,58.9,2.0,vw,15998
Aygo,2011,Manual,76552,Petrol,20.0,61.4,1.0,toyota,2395
Kuga,2015,Manual,61270,Diesel,145.0,54.3,2.0,ford,8998
Santa Fe,2019,Automatic,4000,Diesel,145.0,42.8,2.2,hyundai,31441
Superb,2019,Automatic,9000,Petrol,145.0,33.2,2.0,skoda,30995
E Class,2016,Automatic,19639,Diesel,125.0,58.9,2.1,mercedes,18480
Astra,2017,Manual,18881,Petrol,20.0,62.8,1.0,vauxhall,9760
I10,2019,Manual,25,Petrol,145.0,49.6,1.0,hyundai,9990
1 Series,2019,Manual,4905,Petrol,145.0,53.3,1.5,bmw,16980
Kuga,2017,Semi-Auto,27000,Diesel,145.0,54.3,2.0,ford,15995
3 Series,2019,Automatic,4884,Petrol,145.0,41.5,2.0,bmw,28348
I800,2017,Automatic,23870,Diesel,325.0,33.6,2.5,hyundai,14000
Up,2017,Manual,22300,Petrol,145.0,60.1,1.0,vw,7990
1 Series,2016,Manual,35000,Petrol,125.0,52.3,1.5,bmw,11490
Passat,2019,Semi-Auto,5580,Diesel,150.0,37.2,2.0,vw,29990
Focus,2018,Manual,11785,Petrol,,,1.0,ford,12990
Zafira,2010,Manual,87263,Petrol,200.0,42.2,1.6,vauxhall,2999
A3,2014,Manual,47000,Diesel,20.0,67.3,2.0,audi,11990
X1,2017,Automatic,24852,Diesel,150.0,65.7,2.0,bmw,16400
Viva,2016,Manual,14799,Petrol,20.0,62.8,1.0,vauxhall,6090
Fiesta,2019,Manual,4000,Petrol,145.0,55.4,1.0,ford,15995
Prius,2017,Automatic,25606,Other,135.0,68.9,1.8,toyota,21700
Passat,2016,Automatic,29000,Diesel,125.0,60.1,2.0,vw,17490
Corsa,2015,Manual,7503,Petrol,30.0,55.4,1.4,vauxhall,7698
Superb,2019,Semi-Auto,4365,Diesel,145.0,47.1,2.0,skoda,25990
RAV4,2020,Automatic,1500,Hybrid,135.0,51.1,2.5,toyota,33995
Mokka X,2017,Semi-Auto,44000,Petrol,145.0,43.5,1.4,vauxhall,11250
Focus,2019,Automatic,1890,Petrol,145.0,40.9,1.5,ford,18490
C Class,2018,Automatic,12145,Diesel,145.0,58.9,2.1,mercedes,25882
Fiesta,2019,Semi-Auto,8398,Petrol,145.0,48.7,1.0,ford,16299
C Class,2016,Semi-Auto,64291,Petrol,,,4.0,mercedes,29995
E Class,2016,Automatic,67000,Diesel,30.0,65.7,2.0,mercedes,16990
E Class,2018,Automatic,26692,Diesel,145.0,72.4,2.0,mercedes,20300
Octavia,2017,Manual,32798,Petrol,145.0,54.3,1.4,skoda,12495
Zafira Tourer,2016,Automatic,10475,Petrol,200.0,40.9,1.4,vauxhall,12900
Yaris,2017,Manual,43059,Petrol,30.0,58.0,1.3,toyota,7698
1 Series,2019,Manual,123,Diesel,145.0,53.3,2.0,bmw,26310
C Class,2019,Semi-Auto,15253,Diesel,,,2.0,mercedes,24306
Golf,2020,Manual,1000,Petrol,150.0,49.6,1.5,vw,25000
Viva,2018,Manual,3500,Petrol,145.0,46.3,1.0,vauxhall,8890
Q3,2019,Semi-Auto,15039,Petrol,145.0,31.7,2.0,audi,29890
X3,2020,Semi-Auto,2294,Diesel,145.0,36.7,3.0,bmw,40990
i3,2015,Automatic,59000,Other,0.0,470.8,0.6,bmw,14940
Q2,2017,Manual,25213,Petrol,145.0,52.3,1.4,audi,16789
X5,2013,Automatic,63583,Diesel,200.0,45.6,3.0,bmw,20140
C Class,2015,Manual,34672,Diesel,,,2.1,mercedes,15750
I10,2020,Manual,101,Petrol,145.0,56.5,1.0,hyundai,11491
Up,2016,Manual,42781,Petrol,20.0,62.8,1.0,vw,6400
Prius,2019,Automatic,6133,Hybrid,135.0,64.2,1.8,toyota,22750
T-Roc,2018,Manual,16731,Petrol,150.0,55.4,1.0,vw,17230
Astra,2014,Manual,33282,Petrol,165.0,44.8,1.6,vauxhall,6999
Fabia,2017,Manual,29988,Petrol,145.0,60.1,1.2,skoda,8290
Polo,2017,Semi-Auto,16186,Petrol,20.0,61.4,1.4,vw,14498
Focus,2019,Manual,6500,Petrol,,,1.0,ford,15410
Golf,2018,Semi-Auto,16343,Petrol,145.0,58.9,1.5,vw,15990
Fiesta,2018,Manual,6500,Petrol,145.0,64.2,1.1,ford,9995
Yaris,2016,Automatic,19464,Hybrid,0.0,86.0,1.5,toyota,11475
Fiesta,2018,Manual,26457,Petrol,150.0,65.7,1.0,ford,10250
Q2,2019,Manual,2445,Diesel,145.0,49.6,1.6,audi,20850
Kuga,2018,Manual,9668,Diesel,150.0,64.2,1.5,ford,17498
A4,2013,Automatic,70774,Diesel,125.0,58.9,2.0,audi,8500
Focus,2013,Manual,50223,Petrol,30.0,56.5,1.0,ford,6370
Fiesta,2018,Manual,10255,Petrol,145.0,65.7,1.0,ford,10890
Yaris,2018,Manual,7835,Petrol,145.0,56.5,1.5,toyota,10995
2 Series,2018,Semi-Auto,21204,Petrol,145.0,40.9,1.5,bmw,16780
Focus,2017,Manual,21263,Petrol,20.0,60.1,1.0,ford,10995
A Class,2016,Automatic,45000,Diesel,20.0,70.6,2.1,mercedes,15000
Focus,2018,Manual,13418,Petrol,145.0,58.9,1.0,ford,13698
T-Cross,2020,Automatic,1691,Petrol,150.0,45.6,1.0,vw,23190
Mokka,2015,Manual,27395,Petrol,200.0,42.2,1.4,vauxhall,8720
Fiesta,2018,Manual,26460,Petrol,150.0,65.7,1.0,ford,10495
Fiesta,2015,Automatic,24068,Petrol,0.0,57.7,1.0,ford,8899
A1,2015,Manual,28771,Petrol,30.0,55.4,1.4,audi,12000
A5,2019,Automatic,3798,Petrol,145.0,37.2,2.0,audi,33490
3 Series,2018,Semi-Auto,23369,Diesel,145.0,64.2,2.0,bmw,19125
Focus,2016,Manual,28794,Petrol,,,2.3,ford,22390
A Class,2015,Automatic,38412,Diesel,20.0,64.2,2.1,mercedes,13700
A3,2016,Semi-Auto,56136,Diesel,125.0,61.4,2.0,audi,13992
Q3,2017,Semi-Auto,26494,Petrol,145.0,47.9,1.4,audi,20995
I30,2016,Automatic,61034,Diesel,20.0,72.4,1.6,hyundai,7750
Golf,2014,Manual,60000,Diesel,20.0,67.3,2.0,vw,10990
Focus,2017,Manual,14436,Petrol,20.0,60.1,1.0,ford,10750
GLE Class,2016,Semi-Auto,18173,Diesel,260.0,42.8,3.0,mercedes,32480
Kuga,2017,Manual,18882,Diesel,30.0,64.2,1.5,ford,12990
A1,2019,Manual,10300,Petrol,150.0,50.4,1.0,audi,19995
A5,2010,Manual,120000,Diesel,165.0,49.6,2.0,audi,7495
A6,2014,Manual,64880,Diesel,30.0,62.8,2.0,audi,12295
Polo,2017,Manual,24000,Petrol,145.0,58.9,1.0,vw,10241
T-Roc,2019,Automatic,10824,Petrol,145.0,32.5,2.0,vw,34991
Auris,2014,Automatic,32286,Hybrid,0.0,70.6,1.8,toyota,13995
Kuga,2017,Manual,11581,Diesel,145.0,64.2,1.5,ford,14380
A Class,2017,Semi-Auto,20271,Diesel,145.0,68.9,2.1,mercedes,19450
Golf,2017,Manual,18913,Petrol,150.0,55.4,1.5,vw,16489
Passat,2019,Manual,14430,Diesel,145.0,53.3,2.0,vw,14995
Mokka X,2018,Manual,30070,Petrol,150.0,39.2,1.4,vauxhall,12000
A3,2019,Semi-Auto,14803,Petrol,150.0,42.2,1.5,audi,22000
A Class,2015,Manual,25301,Diesel,20.0,72.4,1.5,mercedes,12999
Focus,2017,Semi-Auto,23829,Petrol,125.0,51.4,1.0,ford,12620
Citigo,2017,Manual,12997,Petrol,20.0,62.8,1.0,skoda,7545
C-HR,2019,Automatic,9043,Hybrid,135.0,74.3,1.8,toyota,23234
A3,2019,Semi-Auto,6602,Petrol,145.0,34.9,2.0,audi,31950
Mokka X,2017,Manual,27983,Petrol,205.0,42.2,1.6,vauxhall,9995
Insignia,2015,Manual,129000,Diesel,20.0,72.4,1.6,vauxhall,4993
Passat,2019,Semi-Auto,13,Petrol,150.0,33.2,2.0,vw,30000
C Class,2016,Semi-Auto,44335,Diesel,,,2.1,mercedes,17280
Golf,2019,Manual,6100,Diesel,145.0,62.8,2.0,vw,20990
Fiesta,2017,Semi-Auto,11417,Petrol,145.0,54.3,1.0,ford,10891
A5,2020,Semi-Auto,5000,Diesel,145.0,47.1,2.0,audi,29945
Corsa,2015,Manual,20066,Petrol,30.0,55.4,1.4,vauxhall,7698
C Class,2017,Semi-Auto,18758,Petrol,150.0,50.4,2.0,mercedes,18495
Astra,2013,Manual,54482,Petrol,160.0,44.8,1.6,vauxhall,4495
Santa Fe,2019,Semi-Auto,2880,Diesel,145.0,39.8,2.2,hyundai,32495
Octavia,2019,Semi-Auto,11754,Diesel,145.0,72.4,1.6,skoda,14495
Tiguan,2019,Manual,2500,Diesel,145.0,47.9,2.0,vw,25990
Aygo,2016,Manual,27544,Petrol,0.0,69.0,1.0,toyota,7499
Scala,2020,Semi-Auto,1700,Petrol,145.0,47.1,1.0,skoda,16995
Astra,2019,Manual,8963,Diesel,145.0,72.4,1.6,vauxhall,13794
Ka+,2018,Manual,5819,Petrol,145.0,57.7,1.2,ford,8500
Focus,2017,Manual,17001,Petrol,,,2.0,ford,17994
Golf,2019,Manual,3000,Diesel,145.0,55.4,1.6,vw,18650
Focus,2019,Manual,4974,Petrol,,,1.0,ford,16500
1 Series,2016,Manual,45719,Diesel,0.0,83.1,1.5,bmw,9500
Tiguan,2018,Semi-Auto,11418,Petrol,150.0,40.4,1.4,vw,21994
3 Series,2017,Automatic,24624,Petrol,145.0,51.4,2.0,bmw,15995
4 Series,2018,Semi-Auto,30000,Petrol,150.0,48.7,2.0,bmw,20590
C Class,2014,Automatic,80000,Diesel,145.0,56.5,2.1,mercedes,8990
Tucson,2019,Manual,13270,Petrol,145.0,34.9,1.6,hyundai,16211
4 Series,2018,Semi-Auto,13754,Petrol,150.0,48.7,2.0,bmw,21750
C Class,2013,Semi-Auto,41921,Petrol,,,1.6,mercedes,9490
Yaris,2016,Automatic,26599,Petrol,30.0,55.0,1.3,toyota,10795
Corsa,2016,Manual,39031,Petrol,30.0,55.4,1.4,vauxhall,6750
I20,2013,Manual,30460,Petrol,30.0,57.6,1.2,hyundai,4995
Astra,2016,Manual,29082,Petrol,125.0,51.4,1.4,vauxhall,9998
Astra,2017,Manual,24661,Petrol,165.0,47.1,1.4,vauxhall,9998
Fiesta,2012,Manual,61350,Diesel,0.0,68.9,1.6,ford,4852
Polo,2017,Manual,24611,Petrol,145.0,60.1,1.2,vw,10490
Tucson,2017,Manual,30806,Diesel,30.0,61.7,1.7,hyundai,12800
Focus,2019,Automatic,7529,Diesel,,,1.5,ford,20285
A5,2017,Automatic,29666,Diesel,30.0,65.7,2.0,audi,21291
Focus,2019,Manual,100,Petrol,,,1.0,ford,20170
A4,2019,Semi-Auto,9880,Petrol,145.0,38.2,2.0,audi,24998
Fiesta,2014,Manual,8487,Petrol,30.0,54.3,1.2,ford,7698
Corsa,2018,Manual,11538,Petrol,145.0,55.4,1.4,vauxhall,7999
Polo,2017,Semi-Auto,22042,Petrol,20.0,61.4,1.4,vw,14251
Focus,2018,Manual,28271,Petrol,145.0,57.7,1.0,ford,11300
Golf,2016,Automatic,101800,Hybrid,0.0,188.3,1.4,vw,12695
I20,2016,Manual,51552,Petrol,30.0,56.5,1.2,hyundai,7489
Fiesta,2018,Manual,25776,Petrol,145.0,65.7,1.0,ford,9995
3 Series,2016,Manual,42119,Diesel,30.0,67.3,2.0,bmw,12000
I20,2017,Manual,38498,Petrol,20.0,62.8,1.0,hyundai,8292
GLC Class,2017,Semi-Auto,34937,Diesel,145.0,56.5,2.1,mercedes,24490
Golf,2019,Semi-Auto,5885,Diesel,150.0,52.3,2.0,vw,19990
GLE Class,2018,Semi-Auto,15447,Diesel,145.0,36.7,3.0,mercedes,46299
EcoSport,2016,Semi-Auto,21099,Petrol,160.0,44.8,1.5,ford,10499
C Class,2015,Semi-Auto,22958,Diesel,30.0,64.2,1.6,mercedes,17712
Kodiaq,2019,Automatic,2481,Diesel,150.0,42.2,2.0,skoda,32495
Corsa,2018,Manual,8000,Petrol,150.0,55.4,1.4,vauxhall,7400
Insignia,2019,Manual,9718,Diesel,145.0,64.2,1.6,vauxhall,16790
I10,2019,Manual,2000,Petrol,145.0,60.1,1.0,hyundai,9390
Kodiaq,2019,Automatic,2287,Diesel,145.0,49.6,2.0,skoda,24250
Focus,2013,Manual,44000,Petrol,30.0,56.5,1.0,ford,6250
Golf,2018,Manual,12255,Petrol,145.0,55.4,1.5,vw,18298
Q7,2015,Semi-Auto,56000,Diesel,200.0,47.9,3.0,audi,24500
Polo,2016,Manual,49005,Petrol,20.0,60.1,1.2,vw,8395
Aygo,2019,Manual,729,Petrol,145.0,56.5,1.0,toyota,8995
Yaris,2019,Manual,4061,Petrol,145.0,47.9,1.5,toyota,13594
Focus,2019,Manual,13797,Petrol,,,1.0,ford,15335
B Class,2019,Semi-Auto,13690,Petrol,145.0,45.6,1.3,mercedes,21690
Focus,2018,Manual,18608,Petrol,,,1.0,ford,14497
Focus,2018,Manual,11000,Petrol,145.0,36.7,2.3,ford,54995
Focus,2019,Automatic,2065,Petrol,,,1.0,ford,17900
GLC Class,2017,Semi-Auto,6500,Diesel,150.0,56.5,2.1,mercedes,32995
Golf,2019,Semi-Auto,8494,Diesel,145.0,49.6,2.0,vw,23192
Fiesta,2017,Manual,20507,Petrol,125.0,54.3,1.2,ford,8998
Yaris,2018,Automatic,21968,Petrol,145.0,47.1,1.5,toyota,11475
Astra,2019,Manual,1974,Petrol,145.0,47.9,1.4,vauxhall,17299
M Class,2015,Automatic,22976,Diesel,300.0,39.2,3.0,mercedes,21998
Tucson,2017,Manual,14491,Diesel,30.0,61.7,1.7,hyundai,15295
A1,2016,Semi-Auto,29753,Petrol,30.0,56.5,1.4,audi,15900
Polo,2014,Manual,29761,Petrol,125.0,51.4,1.2,vw,7990
C Class,2019,Automatic,4721,Diesel,145.0,64.2,2.0,mercedes,35891
Focus,2018,Manual,21853,Diesel,,,1.5,ford,14199
Golf,2017,Automatic,24397,Other,135.0,166.2,1.4,vw,18500
Kodiaq,2019,Automatic,4986,Diesel,145.0,35.3,2.0,skoda,33998
A1,2016,Manual,25600,Petrol,30.0,55.4,1.4,audi,13990
X1,2016,Semi-Auto,25401,Diesel,125.0,57.6,2.0,bmw,18148
Passat,2018,Semi-Auto,17618,Diesel,145.0,61.4,2.0,vw,16590
I10,2020,Manual,793,Petrol,145.0,56.5,1.0,hyundai,11980
Q3,2016,Manual,20871,Petrol,150.0,49.6,1.4,audi,18800
Tiguan,2018,Semi-Auto,45547,Diesel,145.0,49.6,2.0,vw,22980
Amarok,2018,Manual,5655,Diesel,260.0,32.5,3.0,vw,22788
Yaris,2016,Automatic,25000,Hybrid,0.0,78.0,1.5,toyota,11795
Yaris,2015,Automatic,36799,Hybrid,0.0,78.0,1.5,toyota,10100
Tucson,2017,Automatic,44013,Diesel,235.0,43.5,2.0,hyundai,16995
Kona,2019,Manual,10338,Petrol,145.0,44.8,1.0,hyundai,12299
Focus,2019,Manual,10857,Diesel,145.0,74.3,1.5,ford,17725
Astra,2017,Manual,17924,Petrol,125.0,51.4,1.4,vauxhall,9499
C Class,2012,Automatic,51564,Petrol,160.0,43.5,1.8,mercedes,8495
CL Class,2015,Semi-Auto,19812,Petrol,125.0,51.4,1.6,mercedes,15499
Focus,2013,Manual,37966,Petrol,30.0,56.5,1.0,ford,6298
Yeti Outdoor,2017,Semi-Auto,14152,Petrol,125.0,51.4,1.2,skoda,14295
E Class,2017,Semi-Auto,23669,Diesel,165.0,51.4,3.0,mercedes,22576
Q5,2015,Semi-Auto,43979,Diesel,200.0,47.1,2.0,audi,18998
B-MAX,2017,Manual,14057,Petrol,145.0,55.4,1.0,ford,11500
Q3,2019,Automatic,4000,Petrol,145.0,31.4,0.0,audi,32000
C Class,2014,Automatic,31000,Diesel,30.0,64.2,2.1,mercedes,16995
Fiesta,2017,Manual,22654,Petrol,145.0,65.7,1.0,ford,9691
I10,2015,Manual,19645,Petrol,30.0,57.6,1.2,hyundai,6190
Astra,2019,Manual,10,Diesel,145.0,58.9,1.6,vauxhall,14345
2 Series,2018,Semi-Auto,30000,Diesel,145.0,49.6,2.0,bmw,17950
Polo,2017,Manual,19938,Petrol,20.0,60.1,1.0,vw,9490
Tucson,2019,Manual,199,Petrol,145.0,34.9,1.6,hyundai,21490
Golf,2019,Manual,9018,Diesel,145.0,57.7,1.6,vw,16134
C Class,2013,Automatic,41866,Petrol,570.0,23.5,6.2,mercedes,21999
RAV4,2017,Automatic,53569,Hybrid,20.0,55.4,2.5,toyota,21395
A Class,2017,Semi-Auto,19079,Petrol,145.0,52.3,1.6,mercedes,18790
Corsa,2017,Automatic,4753,Petrol,145.0,47.9,1.4,vauxhall,10498
Corsa,2018,Manual,8144,Petrol,145.0,43.5,1.4,vauxhall,7991
Focus,2019,Manual,4835,Petrol,145.0,60.1,1.0,ford,17520
Focus,2018,Manual,9022,Petrol,,,1.0,ford,12900
C Class,2017,Automatic,12157,Petrol,300.0,32.8,4.0,mercedes,39336
Kuga,2017,Manual,53628,Diesel,145.0,54.3,2.0,ford,12489
X3,2016,Semi-Auto,45142,Diesel,200.0,47.9,3.0,bmw,21950
Fiesta,2012,Manual,39620,Petrol,125.0,50.4,1.2,ford,4699
C Class,2019,Automatic,13538,Diesel,145.0,58.9,2.0,mercedes,24944
Octavia,2019,Manual,13389,Petrol,145.0,55.4,1.5,skoda,14995
S Class,2015,Automatic,30782,Hybrid,20.0,64.2,2.1,mercedes,27000
Fiesta,2018,Manual,7760,Petrol,145.0,65.7,1.0,ford,12000
C Class,2017,Semi-Auto,21210,Diesel,,,2.1,mercedes,24999
Golf,2017,Manual,15890,Diesel,20.0,61.4,1.6,vw,11499
1 Series,2016,Manual,51002,Diesel,0.0,83.1,1.5,bmw,8800
C Class,2019,Semi-Auto,2512,Petrol,,,1.5,mercedes,35099
Galaxy,2019,Semi-Auto,14872,Diesel,145.0,46.3,2.0,ford,28000
C Class,2019,Semi-Auto,11576,Diesel,,,2.0,mercedes,29799
Focus,2019,Manual,7000,Diesel,,,1.5,ford,16899
E Class,2018,Automatic,10656,Diesel,145.0,70.6,2.0,mercedes,28306
3 Series,2019,Semi-Auto,13268,Diesel,145.0,48.7,2.0,bmw,26998
2 Series,2015,Semi-Auto,26035,Petrol,165.0,44.1,2.0,bmw,17541
Astra,2006,Automatic,70000,Petrol,305.0,34.4,1.8,vauxhall,1700
Fabia,2019,Manual,2738,Petrol,145.0,60.1,1.0,skoda,14295
3 Series,2017,Semi-Auto,29999,Diesel,145.0,64.2,2.0,bmw,18495
Q3,2019,Semi-Auto,3300,Petrol,145.0,31.7,2.0,audi,32990
Octavia,2019,Semi-Auto,10,Diesel,145.0,53.3,2.0,skoda,21298
CC,2014,Manual,56241,Diesel,30.0,60.1,2.0,vw,9450
C Class,2019,Semi-Auto,1998,Petrol,145.0,47.1,1.5,mercedes,29980
A5,2016,Manual,38856,Diesel,145.0,56.5,2.0,audi,18490
Up,2019,Manual,1445,Petrol,145.0,54.3,1.0,vw,8490
E Class,2016,Semi-Auto,5548,Diesel,125.0,58.9,2.1,mercedes,19799
Octavia,2019,Manual,4814,Diesel,145.0,56.5,2.0,skoda,14590
Kuga,2017,Manual,24000,Diesel,150.0,60.1,2.0,ford,16295
C-MAX,2017,Manual,12312,Diesel,20.0,68.9,1.5,ford,11000
GLE Class,2017,Semi-Auto,15575,Petrol,145.0,32.8,3.0,mercedes,39599
Octavia,2019,Manual,14615,Petrol,145.0,55.4,1.5,skoda,13795
Golf,2016,Manual,34363,Petrol,200.0,39.8,2.0,vw,18390
Tiguan,2019,Manual,8000,Diesel,145.0,42.8,2.0,vw,33950
Octavia,2020,Automatic,1908,Petrol,150.0,37.7,2.0,skoda,21690
Corsa,2012,Manual,96500,Petrol,125.0,51.4,1.4,vauxhall,2995
I10,2018,Manual,8985,Petrol,145.0,57.6,1.2,hyundai,10000
Galaxy,2017,Manual,18000,Petrol,145.0,43.5,1.5,ford,19990
Yaris,2019,Automatic,3385,Hybrid,135.0,76.3,1.5,toyota,14995
X3,2016,Manual,60813,Diesel,160.0,52.3,2.0,bmw,15495
C Class,2015,Semi-Auto,28807,Diesel,125.0,60.1,2.1,mercedes,18000
Golf,2014,Automatic,27210,Petrol,160.0,44.1,2.0,vw,15499
Focus,2018,Manual,13638,Petrol,,,1.0,ford,13250
CL Class,2017,Automatic,35673,Diesel,145.0,67.3,2.1,mercedes,18999
4 Series,2014,Automatic,62768,Petrol,235.0,38.2,3.0,bmw,16100
Q7,2018,Automatic,12200,Diesel,145.0,33.2,3.0,audi,40755
Focus,2019,Manual,2712,Petrol,,,1.5,ford,18695
A Class,2019,Manual,1043,Petrol,145.0,47.1,1.3,mercedes,23399
Golf,2018,Automatic,6000,Petrol,145.0,37.7,2.0,vw,25995
Kuga,2017,Manual,8543,Diesel,145.0,64.2,1.5,ford,16000
Fiesta,2018,Manual,19941,Petrol,145.0,65.7,1.0,ford,13300
2 Series,2017,Semi-Auto,23752,Diesel,145.0,64.2,2.0,bmw,17298
C Class,2016,Manual,9870,Diesel,20.0,70.6,1.6,mercedes,15900
Auris,2017,Automatic,27055,Hybrid,0.0,78.5,1.8,toyota,16872
Rapid,2016,Manual,44994,Petrol,20.0,57.7,1.2,skoda,6790
Focus,2017,Manual,27669,Petrol,,,2.0,ford,17495
Golf,2019,Manual,1,Diesel,145.0,57.7,1.6,vw,17898
Golf,2020,Semi-Auto,15,Diesel,150.0,53.3,2.0,vw,21498
A7,2015,Automatic,31000,Diesel,125.0,58.9,3.0,audi,16990
X3,2016,Semi-Auto,34274,Diesel,145.0,54.3,2.0,bmw,18995
GTC,2016,Manual,26397,Petrol,165.0,47.1,1.4,vauxhall,9480
Polo,2017,Semi-Auto,26062,Petrol,145.0,60.1,1.2,vw,13000
A5,2017,Semi-Auto,11070,Diesel,145.0,67.3,2.0,audi,21481
CL Class,2019,Semi-Auto,14477,Diesel,145.0,51.4,2.2,mercedes,25980
Fiesta,2017,Manual,20965,Petrol,145.0,65.7,1.0,ford,10250
C Class,2015,Automatic,30000,Diesel,,,2.1,mercedes,17250
Sharan,2020,Semi-Auto,1000,Diesel,150.0,40.9,2.0,vw,30950
Corsa,2016,Manual,28316,Petrol,145.0,48.7,1.4,vauxhall,8499
EcoSport,2019,Manual,8601,Petrol,145.0,53.3,1.0,ford,15240
C Class,2016,Manual,61633,Petrol,,,2.0,mercedes,11525
A4,2017,Manual,29884,Diesel,145.0,67.3,2.0,audi,18991
Focus,2014,Manual,53767,Diesel,,,1.6,ford,7096
GL Class,2018,Automatic,8291,Diesel,145.0,56.5,2.1,mercedes,27699
Up,2013,Manual,31033,Petrol,20.0,62.8,1.0,vw,5763
